Ruta,Dia,Tiempo_recorrido_min,Pasajeros,Clima
Ruta 3,Sábado,27,29,Soleado
Ruta 2,Domingo,54,45,Soleado
Ruta 4,Viernes,30,46,Nublado
Ruta 2,Miércoles,16,30,Nublado
Ruta 4,Viernes,51,15,Lluvioso
Ruta 1,Jueves,54,21,Lluvioso
Ruta 4,Lunes,45,46,Soleado
Ruta 5,Miércoles,43,38,Soleado
Ruta 1,Jueves,31,34,Soleado
Ruta 2,Viernes,23,38,Nublado
Ruta 5,Miércoles,58,12,Soleado
Ruta 5,Domingo,50,35,Nublado
Ruta 4,Viernes,60,37,Nublado
Ruta 3,Lunes,48,33,Nublado
Ruta 4,Domingo,58,21,Nublado
Ruta 3,Lunes,60,49,Lluvioso
Ruta 2,Martes,52,19,Nublado
Ruta 3,Miércoles,50,31,Nublado
Ruta 1,Martes,35,43,Lluvioso
Ruta 1,Viernes,22,42,Lluvioso
Ruta 1,Jueves,31,16,Nublado
Ruta 5,Lunes,48,32,Soleado
Ruta 4,Martes,20,49,Nublado
Ruta 2,Martes,38,19,Lluvioso
Ruta 1,Miércoles,52,26,Soleado
Ruta 5,Jueves,33,32,Lluvioso
Ruta 3,Jueves,53,45,Soleado
Ruta 3,Martes,34,47,Lluvioso
Ruta 3,Miércoles,23,46,Soleado
Ruta 3,Martes,36,31,Soleado
Ruta 1,Domingo,18,28,Soleado
Ruta 4,Sábado,58,46,Soleado
Ruta 5,Sábado,35,13,Lluvioso
Ruta 4,Viernes,42,32,Soleado
Ruta 2,Jueves,54,24,Soleado
Ruta 5,Domingo,38,46,Lluvioso
Ruta 5,Domingo,22,42,Lluvioso
Ruta 3,Miércoles,18,13,Lluvioso
Ruta 2,Jueves,18,14,Soleado
Ruta 4,Jueves,21,33,Lluvioso
Ruta 3,Sábado,31,27,Soleado
Ruta 4,Domingo,23,15,Soleado
Ruta 4,Domingo,58,7,Nublado
Ruta 3,Viernes,28,50,Nublado
Ruta 3,Martes,30,25,Lluvioso
Ruta 2,Domingo,36,16,Nublado
Ruta 3,Lunes,28,38,Soleado
Ruta 5,Sábado,34,33,Lluvioso
Ruta 3,Domingo,46,5,Nublado
Ruta 5,Viernes,41,48,Soleado
Ruta 3,Martes,43,39,Soleado
Ruta 5,Miércoles,24,16,Soleado
Ruta 1,Lunes,39,37,Lluvioso
Ruta 1,Miércoles,48,27,Nublado
Ruta 2,Domingo,54,16,Soleado
Ruta 3,Sábado,49,40,Soleado
Ruta 3,Lunes,38,40,Lluvioso
Ruta 3,Martes,22,40,Lluvioso
Ruta 2,Domingo,19,13,Soleado
Ruta 4,Viernes,34,10,Lluvioso
Ruta 3,Jueves,57,35,Soleado
Ruta 1,Viernes,16,37,Nublado
Ruta 1,Miércoles,18,16,Soleado
Ruta 3,Sábado,29,24,Lluvioso
Ruta 1,Domingo,42,50,Soleado
Ruta 4,Lunes,23,7,Soleado
Ruta 5,Jueves,55,36,Soleado
Ruta 4,Domingo,25,40,Nublado
Ruta 2,Lunes,42,23,Lluvioso
Ruta 3,Martes,34,44,Soleado
Ruta 1,Sábado,25,32,Soleado
Ruta 5,Viernes,57,38,Nublado
Ruta 1,Domingo,26,24,Lluvioso
Ruta 2,Martes,45,18,Lluvioso
Ruta 1,Domingo,46,50,Lluvioso
Ruta 3,Viernes,51,13,Soleado
Ruta 2,Viernes,33,28,Lluvioso
Ruta 2,Martes,37,7,Lluvioso
Ruta 1,Domingo,47,30,Lluvioso
Ruta 4,Domingo,22,44,Lluvioso
Ruta 5,Martes,22,20,Nublado
Ruta 1,Martes,18,32,Nublado
Ruta 2,Viernes,57,12,Nublado
Ruta 1,Domingo,28,37,Nublado
Ruta 4,Lunes,59,26,Lluvioso
Ruta 5,Sábado,54,11,Lluvioso
Ruta 1,Lunes,49,29,Nublado
Ruta 5,Viernes,21,42,Soleado
Ruta 5,Miércoles,40,8,Lluvioso
Ruta 1,Domingo,47,31,Soleado
Ruta 2,Domingo,22,19,Lluvioso
Ruta 5,Sábado,35,6,Nublado
Ruta 5,Martes,18,33,Nublado
Ruta 3,Miércoles,54,36,Lluvioso
Ruta 2,Miércoles,46,8,Soleado
Ruta 2,Lunes,21,14,Nublado
Ruta 1,Martes,31,17,Lluvioso
Ruta 3,Sábado,43,44,Lluvioso
Ruta 2,Martes,57,5,Nublado
Ruta 5,Lunes,50,36,Lluvioso
Ruta 3,Miércoles,42,50,Soleado
Ruta 2,Lunes,56,5,Nublado
Ruta 4,Martes,51,27,Lluvioso
Ruta 2,Sábado,22,16,Soleado
Ruta 4,Viernes,46,37,Nublado
Ruta 3,Martes,27,18,Lluvioso
Ruta 3,Domingo,28,17,Nublado
Ruta 5,Viernes,46,23,Lluvioso
Ruta 5,Sábado,39,23,Nublado
Ruta 4,Domingo,27,44,Nublado
Ruta 4,Domingo,16,49,Soleado
Ruta 4,Miércoles,42,50,Soleado
Ruta 5,Miércoles,57,15,Soleado
Ruta 2,Viernes,48,12,Lluvioso
Ruta 3,Miércoles,60,42,Soleado
Ruta 5,Jueves,19,26,Lluvioso
Ruta 1,Miércoles,15,37,Soleado
Ruta 4,Lunes,44,17,Lluvioso
Ruta 1,Domingo,50,35,Soleado
Ruta 4,Domingo,28,13,Soleado
Ruta 4,Lunes,18,34,Lluvioso
Ruta 4,Jueves,48,18,Lluvioso
Ruta 5,Martes,31,15,Lluvioso
Ruta 1,Sábado,45,18,Soleado
Ruta 4,Viernes,41,50,Lluvioso
Ruta 2,Domingo,44,24,Nublado
Ruta 3,Martes,51,50,Nublado
Ruta 1,Jueves,28,29,Nublado
Ruta 3,Sábado,16,24,Nublado
Ruta 4,Lunes,51,27,Nublado
Ruta 2,Martes,42,43,Nublado
Ruta 5,Sábado,51,19,Lluvioso
Ruta 1,Lunes,59,30,Lluvioso
Ruta 4,Jueves,53,42,Lluvioso
Ruta 1,Martes,42,27,Soleado
Ruta 4,Viernes,39,31,Lluvioso
Ruta 4,Jueves,37,15,Lluvioso
Ruta 2,Miércoles,58,5,Nublado
Ruta 5,Domingo,28,31,Lluvioso
Ruta 2,Jueves,24,43,Soleado
Ruta 1,Martes,60,36,Lluvioso
Ruta 4,Viernes,58,37,Nublado
Ruta 2,Lunes,56,28,Soleado
Ruta 1,Sábado,18,15,Lluvioso
Ruta 3,Martes,55,22,Lluvioso
Ruta 4,Miércoles,24,40,Soleado
Ruta 5,Sábado,17,37,Nublado
Ruta 3,Viernes,21,50,Lluvioso
Ruta 5,Lunes,53,43,Nublado
Ruta 5,Lunes,51,18,Lluvioso
Ruta 5,Jueves,28,50,Nublado
Ruta 5,Sábado,33,40,Soleado
Ruta 5,Miércoles,31,29,Soleado
Ruta 1,Miércoles,19,48,Lluvioso
Ruta 3,Viernes,25,32,Lluvioso
Ruta 2,Lunes,27,14,Soleado
Ruta 1,Sábado,53,34,Nublado
Ruta 2,Lunes,22,45,Lluvioso
Ruta 2,Martes,16,43,Lluvioso
Ruta 2,Jueves,23,23,Soleado
Ruta 5,Jueves,24,26,Lluvioso
Ruta 4,Miércoles,39,36,Nublado
Ruta 3,Miércoles,25,33,Soleado
Ruta 2,Miércoles,44,30,Lluvioso
Ruta 1,Sábado,35,47,Soleado
Ruta 2,Jueves,36,19,Nublado
Ruta 2,Martes,28,16,Lluvioso
Ruta 2,Sábado,51,37,Lluvioso
Ruta 4,Viernes,45,13,Lluvioso
Ruta 4,Miércoles,49,7,Soleado
Ruta 5,Martes,34,31,Soleado
Ruta 4,Viernes,51,5,Lluvioso
Ruta 2,Martes,45,44,Nublado
Ruta 1,Sábado,57,33,Nublado
Ruta 5,Lunes,51,5,Nublado
Ruta 3,Jueves,60,36,Soleado
Ruta 3,Domingo,41,25,Soleado
Ruta 3,Miércoles,45,12,Nublado
Ruta 3,Sábado,45,20,Soleado
Ruta 1,Martes,47,43,Lluvioso
Ruta 5,Martes,47,40,Nublado
Ruta 2,Jueves,39,13,Lluvioso
Ruta 1,Viernes,58,19,Lluvioso
Ruta 1,Martes,23,5,Lluvioso
Ruta 2,Domingo,18,17,Soleado
Ruta 2,Martes,25,38,Soleado
Ruta 3,Domingo,54,23,Nublado
Ruta 4,Martes,32,23,Lluvioso
Ruta 5,Domingo,50,33,Nublado
Ruta 5,Viernes,42,11,Soleado
Ruta 3,Lunes,44,10,Soleado
Ruta 2,Sábado,26,29,Lluvioso
Ruta 1,Sábado,54,26,Soleado
Ruta 1,Miércoles,51,27,Soleado
Ruta 1,Viernes,52,14,Lluvioso
Ruta 4,Jueves,33,50,Nublado
Ruta 4,Sábado,60,45,Lluvioso
Ruta 1,Martes,22,50,Soleado
Ruta 5,Sábado,26,18,Lluvioso
Ruta 1,Martes,59,32,Nublado
Ruta 2,Martes,37,25,Lluvioso
Ruta 2,Lunes,38,42,Soleado
Ruta 3,Viernes,15,10,Nublado
Ruta 2,Miércoles,48,24,Lluvioso
Ruta 5,Viernes,33,42,Lluvioso
Ruta 2,Lunes,46,26,Soleado
Ruta 1,Sábado,30,16,Soleado
Ruta 5,Jueves,33,26,Nublado
Ruta 5,Miércoles,40,12,Lluvioso
Ruta 5,Domingo,15,14,Soleado
Ruta 5,Jueves,20,5,Nublado
Ruta 1,Jueves,30,24,Lluvioso
Ruta 4,Jueves,59,22,Nublado
Ruta 3,Miércoles,46,33,Nublado
Ruta 2,Sábado,33,47,Lluvioso
Ruta 5,Martes,51,21,Soleado
Ruta 4,Viernes,30,29,Soleado
Ruta 5,Domingo,46,8,Lluvioso
Ruta 5,Domingo,43,30,Lluvioso
Ruta 3,Viernes,44,5,Lluvioso
Ruta 5,Domingo,25,13,Lluvioso
Ruta 2,Lunes,18,23,Lluvioso
Ruta 4,Sábado,22,47,Soleado
Ruta 2,Domingo,46,10,Soleado
Ruta 5,Martes,55,21,Soleado
Ruta 1,Viernes,54,40,Soleado
Ruta 1,Viernes,49,20,Nublado
Ruta 4,Sábado,19,19,Soleado
Ruta 2,Jueves,26,42,Soleado
Ruta 5,Domingo,39,45,Soleado
Ruta 2,Sábado,41,45,Lluvioso
Ruta 5,Sábado,39,37,Soleado
Ruta 4,Jueves,52,50,Lluvioso
Ruta 2,Jueves,57,20,Lluvioso
Ruta 1,Martes,37,38,Lluvioso
Ruta 4,Sábado,47,43,Soleado
Ruta 3,Martes,30,45,Soleado
Ruta 1,Martes,49,36,Soleado
Ruta 2,Viernes,26,37,Nublado
Ruta 2,Domingo,34,20,Nublado
Ruta 2,Lunes,43,23,Nublado
Ruta 3,Martes,50,24,Lluvioso
Ruta 3,Miércoles,19,5,Nublado
Ruta 1,Lunes,38,31,Soleado
Ruta 4,Viernes,38,18,Soleado
Ruta 4,Viernes,58,36,Nublado
Ruta 2,Jueves,29,43,Soleado
Ruta 4,Lunes,52,13,Soleado
Ruta 4,Viernes,53,44,Nublado
Ruta 4,Lunes,20,20,Nublado
Ruta 4,Miércoles,45,43,Soleado
Ruta 4,Lunes,45,12,Soleado
Ruta 2,Martes,60,46,Nublado
Ruta 4,Miércoles,25,44,Nublado
Ruta 2,Jueves,56,16,Lluvioso
Ruta 2,Jueves,36,24,Nublado
Ruta 2,Viernes,28,48,Nublado
Ruta 4,Miércoles,25,17,Nublado
Ruta 2,Jueves,19,40,Soleado
Ruta 1,Sábado,55,5,Nublado
Ruta 2,Lunes,45,23,Nublado
Ruta 3,Sábado,37,37,Lluvioso
Ruta 4,Miércoles,58,8,Lluvioso
Ruta 2,Jueves,54,14,Soleado
Ruta 5,Miércoles,33,36,Nublado
Ruta 1,Viernes,20,24,Nublado
Ruta 3,Domingo,59,36,Lluvioso
Ruta 3,Jueves,54,37,Lluvioso
Ruta 3,Sábado,58,29,Soleado
Ruta 4,Jueves,35,46,Nublado
Ruta 3,Viernes,33,13,Nublado
Ruta 5,Lunes,28,39,Lluvioso
Ruta 4,Sábado,60,26,Nublado
Ruta 5,Domingo,52,27,Soleado
Ruta 5,Martes,59,41,Nublado
Ruta 3,Lunes,58,25,Lluvioso
Ruta 1,Jueves,17,37,Lluvioso
Ruta 1,Lunes,55,12,Nublado
Ruta 2,Jueves,58,9,Nublado
Ruta 4,Miércoles,28,48,Soleado
Ruta 4,Jueves,57,21,Lluvioso
Ruta 4,Viernes,37,22,Lluvioso
Ruta 5,Jueves,39,29,Soleado
Ruta 3,Domingo,18,42,Nublado
Ruta 1,Domingo,37,45,Lluvioso
Ruta 1,Jueves,55,10,Lluvioso
Ruta 1,Miércoles,52,35,Soleado
Ruta 3,Domingo,48,50,Nublado
Ruta 3,Miércoles,38,29,Lluvioso
Ruta 3,Viernes,39,35,Nublado
Ruta 1,Domingo,33,42,Soleado
Ruta 3,Sábado,54,38,Nublado
Ruta 2,Domingo,15,50,Lluvioso
Ruta 3,Miércoles,54,40,Lluvioso
Ruta 2,Viernes,41,27,Lluvioso
Ruta 2,Domingo,20,8,Nublado
Ruta 3,Miércoles,31,12,Soleado
Ruta 5,Lunes,21,31,Soleado
Ruta 2,Martes,23,44,Lluvioso
Ruta 2,Sábado,29,24,Lluvioso
Ruta 3,Domingo,48,11,Soleado
Ruta 3,Martes,15,14,Nublado
Ruta 4,Domingo,39,23,Soleado
Ruta 3,Domingo,52,26,Lluvioso
Ruta 1,Jueves,27,33,Nublado
Ruta 5,Miércoles,41,48,Nublado
Ruta 3,Jueves,30,39,Nublado
Ruta 4,Martes,33,13,Lluvioso
Ruta 3,Miércoles,17,33,Soleado
Ruta 5,Lunes,39,36,Nublado
Ruta 2,Viernes,35,14,Soleado
Ruta 3,Viernes,17,15,Lluvioso
Ruta 2,Martes,18,10,Nublado
Ruta 1,Jueves,22,23,Lluvioso
Ruta 4,Viernes,60,47,Soleado
Ruta 4,Sábado,56,49,Soleado
Ruta 5,Lunes,57,26,Nublado
Ruta 2,Martes,53,39,Nublado
Ruta 2,Viernes,20,49,Soleado
Ruta 4,Domingo,44,8,Soleado
Ruta 2,Sábado,47,33,Lluvioso
Ruta 3,Jueves,31,33,Soleado
Ruta 4,Martes,31,35,Lluvioso
Ruta 1,Lunes,27,50,Nublado
Ruta 1,Miércoles,45,50,Soleado
Ruta 1,Viernes,55,9,Lluvioso
Ruta 3,Domingo,60,32,Lluvioso
Ruta 4,Sábado,32,47,Lluvioso
Ruta 4,Miércoles,27,20,Nublado
Ruta 5,Martes,30,40,Nublado
Ruta 5,Viernes,47,22,Nublado
Ruta 5,Martes,40,37,Soleado
Ruta 5,Miércoles,15,36,Nublado
Ruta 4,Domingo,24,6,Lluvioso
Ruta 2,Jueves,59,39,Soleado
Ruta 5,Miércoles,19,18,Soleado
Ruta 4,Lunes,24,11,Soleado
Ruta 4,Miércoles,47,9,Lluvioso
Ruta 2,Martes,42,46,Nublado
Ruta 2,Martes,18,33,Soleado
Ruta 2,Lunes,52,38,Nublado
Ruta 5,Jueves,47,20,Soleado
Ruta 5,Sábado,30,23,Lluvioso
Ruta 1,Domingo,34,7,Nublado
Ruta 4,Viernes,32,38,Nublado
Ruta 3,Domingo,50,21,Lluvioso
Ruta 5,Viernes,58,23,Soleado
Ruta 2,Sábado,17,36,Soleado
Ruta 5,Miércoles,46,30,Lluvioso
Ruta 4,Miércoles,36,35,Lluvioso
Ruta 4,Viernes,38,5,Soleado
Ruta 4,Viernes,20,27,Nublado
Ruta 5,Jueves,16,22,Nublado
Ruta 2,Martes,27,11,Nublado
Ruta 2,Domingo,19,41,Nublado
Ruta 3,Martes,26,22,Lluvioso
Ruta 1,Viernes,40,6,Soleado
Ruta 1,Domingo,59,32,Soleado
Ruta 3,Sábado,34,16,Soleado
Ruta 1,Domingo,50,34,Nublado
Ruta 3,Sábado,21,35,Lluvioso
Ruta 5,Miércoles,37,5,Soleado
Ruta 1,Miércoles,52,44,Soleado
Ruta 1,Viernes,42,28,Lluvioso
Ruta 4,Viernes,60,25,Soleado
Ruta 5,Domingo,30,29,Soleado
Ruta 5,Domingo,25,16,Lluvioso
Ruta 3,Viernes,33,40,Soleado
Ruta 5,Miércoles,46,6,Nublado
Ruta 2,Martes,35,46,Soleado
Ruta 4,Miércoles,37,20,Nublado
Ruta 3,Domingo,50,16,Lluvioso
Ruta 2,Domingo,37,17,Nublado
Ruta 5,Sábado,59,31,Soleado
Ruta 4,Martes,37,10,Nublado
Ruta 3,Jueves,50,24,Nublado
Ruta 1,Domingo,44,29,Lluvioso
Ruta 4,Viernes,47,19,Soleado
Ruta 4,Miércoles,40,24,Soleado
Ruta 2,Domingo,19,23,Nublado
Ruta 1,Miércoles,24,38,Nublado
Ruta 3,Viernes,29,38,Nublado
Ruta 4,Miércoles,53,19,Nublado
Ruta 4,Lunes,53,21,Lluvioso
Ruta 5,Miércoles,27,43,Soleado
Ruta 1,Lunes,34,23,Soleado
Ruta 2,Domingo,29,36,Lluvioso
Ruta 5,Domingo,52,24,Lluvioso
Ruta 1,Miércoles,58,22,Soleado
Ruta 3,Lunes,54,23,Lluvioso
Ruta 5,Viernes,48,11,Lluvioso
Ruta 1,Jueves,43,32,Lluvioso
Ruta 2,Sábado,44,28,Nublado
Ruta 4,Sábado,37,22,Nublado
Ruta 3,Jueves,34,14,Nublado
Ruta 1,Martes,29,44,Lluvioso
Ruta 5,Sábado,27,13,Soleado
Ruta 2,Jueves,48,19,Lluvioso
Ruta 2,Miércoles,41,6,Soleado
Ruta 2,Sábado,33,14,Nublado
Ruta 1,Jueves,36,16,Nublado
Ruta 1,Miércoles,41,31,Soleado
Ruta 3,Sábado,49,11,Lluvioso
Ruta 2,Viernes,23,11,Soleado
Ruta 1,Miércoles,43,47,Lluvioso
Ruta 5,Miércoles,17,23,Nublado
Ruta 5,Lunes,23,38,Lluvioso
Ruta 2,Sábado,33,15,Nublado
Ruta 3,Jueves,56,19,Nublado
Ruta 2,Lunes,22,36,Soleado
Ruta 4,Martes,39,47,Soleado
Ruta 2,Martes,20,17,Soleado
Ruta 4,Domingo,47,37,Lluvioso
Ruta 4,Miércoles,54,22,Lluvioso
Ruta 2,Miércoles,50,8,Nublado
Ruta 3,Domingo,40,10,Lluvioso
Ruta 4,Miércoles,45,39,Nublado
Ruta 2,Viernes,39,45,Nublado
Ruta 2,Lunes,35,19,Soleado
Ruta 3,Lunes,36,41,Lluvioso
Ruta 1,Martes,31,28,Nublado
Ruta 1,Sábado,30,45,Soleado
Ruta 2,Jueves,15,25,Nublado
Ruta 1,Martes,20,31,Nublado
Ruta 4,Miércoles,19,23,Lluvioso
Ruta 5,Miércoles,49,40,Soleado
Ruta 3,Martes,42,41,Lluvioso
Ruta 1,Domingo,19,46,Nublado
Ruta 3,Martes,17,24,Lluvioso
Ruta 1,Viernes,44,43,Lluvioso
Ruta 2,Miércoles,55,22,Lluvioso
Ruta 2,Sábado,35,23,Nublado
Ruta 5,Sábado,17,34,Soleado
Ruta 5,Sábado,26,15,Soleado
Ruta 3,Sábado,34,13,Soleado
Ruta 3,Martes,22,31,Nublado
Ruta 2,Domingo,37,29,Lluvioso
Ruta 1,Viernes,35,43,Nublado
Ruta 3,Jueves,49,35,Soleado
Ruta 2,Jueves,51,49,Soleado
Ruta 4,Domingo,59,47,Lluvioso
Ruta 1,Miércoles,15,39,Nublado
Ruta 2,Domingo,33,5,Soleado
Ruta 3,Domingo,16,41,Nublado
Ruta 1,Miércoles,47,35,Nublado
Ruta 3,Viernes,27,48,Soleado
Ruta 1,Domingo,26,34,Nublado
Ruta 1,Lunes,31,26,Nublado
Ruta 4,Domingo,27,39,Lluvioso
Ruta 1,Viernes,42,34,Nublado
Ruta 4,Lunes,18,9,Soleado
Ruta 2,Domingo,18,16,Nublado
Ruta 3,Viernes,31,8,Lluvioso
Ruta 5,Miércoles,49,32,Nublado
Ruta 5,Lunes,54,48,Lluvioso
Ruta 2,Miércoles,16,49,Lluvioso
Ruta 2,Miércoles,57,27,Nublado
Ruta 2,Jueves,60,38,Lluvioso
Ruta 3,Lunes,21,43,Soleado
Ruta 1,Domingo,28,37,Nublado
Ruta 5,Miércoles,41,43,Lluvioso
Ruta 1,Viernes,21,26,Soleado
Ruta 2,Jueves,48,16,Lluvioso
Ruta 2,Miércoles,50,22,Soleado
Ruta 4,Domingo,18,40,Soleado
Ruta 4,Jueves,20,32,Lluvioso
Ruta 1,Viernes,39,34,Soleado
Ruta 2,Domingo,37,49,Lluvioso
Ruta 4,Jueves,51,45,Soleado
Ruta 3,Viernes,39,30,Soleado
Ruta 5,Viernes,36,25,Soleado
Ruta 3,Martes,48,49,Lluvioso
Ruta 2,Lunes,57,35,Lluvioso
Ruta 4,Miércoles,48,44,Nublado
Ruta 4,Domingo,33,10,Soleado
Ruta 2,Lunes,31,19,Soleado
Ruta 3,Martes,60,6,Nublado
Ruta 2,Lunes,57,16,Soleado
Ruta 4,Domingo,21,11,Soleado
Ruta 4,Miércoles,53,39,Soleado
Ruta 4,Sábado,57,10,Soleado
Ruta 2,Viernes,25,29,Lluvioso
Ruta 2,Domingo,17,35,Soleado
Ruta 1,Sábado,25,33,Soleado
Ruta 4,Miércoles,49,45,Nublado
Ruta 2,Jueves,17,44,Nublado
Ruta 4,Sábado,51,22,Lluvioso
Ruta 1,Lunes,27,14,Soleado
Ruta 3,Sábado,18,44,Soleado
Ruta 1,Domingo,43,30,Soleado
Ruta 1,Martes,56,18,Nublado
Ruta 2,Viernes,33,5,Soleado
Ruta 4,Domingo,19,41,Soleado
Ruta 3,Miércoles,42,10,Soleado
Ruta 3,Martes,33,48,Soleado
Ruta 1,Sábado,48,20,Nublado
Ruta 5,Miércoles,28,41,Nublado
Ruta 3,Jueves,36,28,Nublado
Ruta 4,Lunes,17,33,Lluvioso
Ruta 2,Viernes,58,48,Soleado
Ruta 2,Miércoles,47,11,Soleado
Ruta 4,Sábado,38,48,Soleado
Ruta 1,Viernes,49,12,Nublado
Ruta 1,Martes,48,42,Lluvioso
Ruta 3,Sábado,42,21,Lluvioso
Ruta 5,Viernes,33,30,Lluvioso
Ruta 2,Domingo,17,42,Soleado
Ruta 5,Lunes,31,17,Lluvioso
Ruta 4,Jueves,31,24,Lluvioso
Ruta 4,Domingo,51,9,Soleado
Ruta 1,Sábado,59,9,Nublado
Ruta 2,Miércoles,47,48,Soleado
Ruta 5,Viernes,17,26,Soleado
Ruta 1,Sábado,37,41,Lluvioso
Ruta 4,Sábado,26,39,Nublado
Ruta 1,Miércoles,36,25,Nublado
Ruta 1,Lunes,29,34,Nublado
Ruta 2,Martes,56,32,Lluvioso
Ruta 4,Martes,47,9,Soleado
Ruta 5,Sábado,48,42,Nublado
Ruta 3,Viernes,36,19,Nublado
Ruta 1,Miércoles,47,39,Lluvioso
Ruta 3,Viernes,55,16,Lluvioso
Ruta 3,Jueves,24,30,Lluvioso
Ruta 3,Domingo,50,30,Lluvioso
Ruta 5,Viernes,36,31,Lluvioso
Ruta 3,Domingo,59,25,Soleado
Ruta 4,Sábado,21,18,Soleado
Ruta 3,Domingo,16,37,Lluvioso
Ruta 4,Domingo,50,43,Lluvioso
Ruta 2,Martes,35,37,Soleado
Ruta 5,Martes,46,39,Lluvioso
Ruta 4,Viernes,34,39,Soleado
Ruta 1,Sábado,22,27,Soleado
Ruta 2,Domingo,17,38,Nublado
Ruta 2,Sábado,38,19,Soleado
Ruta 2,Domingo,35,30,Soleado
Ruta 3,Jueves,16,39,Nublado
Ruta 1,Sábado,36,17,Lluvioso
Ruta 5,Viernes,17,22,Nublado
Ruta 1,Sábado,43,27,Nublado
Ruta 5,Lunes,58,36,Nublado
Ruta 5,Miércoles,50,32,Nublado
Ruta 2,Viernes,41,38,Nublado
Ruta 1,Domingo,18,44,Nublado
Ruta 4,Viernes,45,33,Soleado
Ruta 2,Lunes,27,22,Lluvioso
Ruta 5,Lunes,43,13,Lluvioso
Ruta 1,Viernes,50,24,Nublado
Ruta 4,Miércoles,35,6,Soleado
Ruta 3,Viernes,26,21,Lluvioso
Ruta 3,Domingo,32,39,Soleado
Ruta 1,Miércoles,48,7,Lluvioso
Ruta 2,Viernes,47,18,Nublado
Ruta 4,Viernes,24,42,Nublado
Ruta 1,Martes,48,45,Lluvioso
Ruta 3,Jueves,41,28,Lluvioso
Ruta 2,Sábado,43,29,Soleado
Ruta 1,Jueves,22,23,Soleado
Ruta 4,Sábado,25,36,Nublado
Ruta 2,Jueves,46,34,Lluvioso
Ruta 1,Jueves,25,27,Lluvioso
Ruta 3,Domingo,44,12,Soleado
Ruta 3,Miércoles,21,14,Soleado
Ruta 4,Viernes,23,38,Nublado
Ruta 1,Sábado,47,48,Soleado
Ruta 4,Miércoles,45,28,Lluvioso
Ruta 1,Martes,18,49,Lluvioso
Ruta 3,Viernes,45,23,Soleado
Ruta 4,Viernes,51,25,Nublado
Ruta 5,Martes,46,22,Lluvioso
Ruta 2,Viernes,20,49,Nublado
Ruta 5,Jueves,17,24,Soleado
Ruta 2,Sábado,46,40,Nublado
Ruta 3,Martes,43,13,Nublado
Ruta 2,Martes,34,13,Lluvioso
Ruta 1,Miércoles,49,8,Nublado
Ruta 5,Miércoles,30,48,Lluvioso
Ruta 4,Domingo,24,10,Nublado
Ruta 1,Miércoles,34,5,Soleado
Ruta 2,Viernes,15,5,Nublado
Ruta 1,Jueves,50,36,Soleado
Ruta 4,Miércoles,51,10,Soleado
Ruta 5,Lunes,55,50,Nublado
Ruta 1,Domingo,29,31,Nublado
Ruta 2,Lunes,24,21,Lluvioso
Ruta 5,Lunes,49,33,Lluvioso
Ruta 1,Domingo,27,48,Lluvioso
Ruta 2,Jueves,56,11,Nublado
Ruta 4,Miércoles,31,23,Soleado
Ruta 1,Martes,25,7,Lluvioso
Ruta 1,Lunes,22,6,Nublado
Ruta 2,Sábado,19,28,Nublado
Ruta 3,Miércoles,15,46,Soleado
Ruta 5,Martes,18,15,Soleado
Ruta 3,Jueves,42,49,Nublado
Ruta 3,Domingo,36,43,Nublado
Ruta 1,Jueves,36,40,Nublado
Ruta 4,Lunes,22,24,Soleado
Ruta 2,Lunes,36,8,Soleado
Ruta 3,Miércoles,29,14,Nublado
Ruta 2,Domingo,20,28,Nublado
Ruta 1,Viernes,38,39,Soleado
Ruta 5,Sábado,24,10,Soleado
Ruta 1,Domingo,60,40,Lluvioso
Ruta 3,Jueves,20,8,Nublado
Ruta 4,Lunes,21,21,Soleado
Ruta 2,Lunes,50,11,Soleado
Ruta 2,Domingo,37,15,Soleado
Ruta 5,Lunes,31,25,Soleado
Ruta 5,Martes,46,5,Soleado
Ruta 1,Martes,19,7,Nublado
Ruta 3,Sábado,44,39,Nublado
Ruta 1,Jueves,59,40,Lluvioso
Ruta 2,Jueves,24,47,Lluvioso
Ruta 4,Viernes,41,15,Soleado
Ruta 3,Martes,55,27,Nublado
Ruta 2,Miércoles,44,11,Soleado
Ruta 5,Martes,43,9,Nublado
Ruta 3,Domingo,19,50,Lluvioso
Ruta 5,Sábado,54,19,Lluvioso
Ruta 3,Viernes,25,14,Nublado
Ruta 2,Martes,54,30,Soleado
Ruta 2,Miércoles,36,35,Lluvioso
Ruta 1,Miércoles,51,36,Nublado
Ruta 2,Viernes,42,22,Lluvioso
Ruta 1,Domingo,33,16,Soleado
Ruta 4,Martes,21,7,Lluvioso
Ruta 1,Martes,38,5,Lluvioso
Ruta 4,Viernes,24,37,Nublado
Ruta 5,Miércoles,49,35,Nublado
Ruta 2,Viernes,31,31,Lluvioso
Ruta 2,Lunes,22,15,Lluvioso
Ruta 5,Miércoles,18,17,Lluvioso
Ruta 3,Lunes,32,38,Lluvioso
Ruta 1,Sábado,42,17,Soleado
Ruta 3,Miércoles,17,37,Lluvioso
Ruta 5,Miércoles,34,50,Nublado
Ruta 5,Domingo,47,31,Soleado
Ruta 4,Miércoles,16,26,Lluvioso
Ruta 1,Viernes,42,37,Soleado
Ruta 1,Martes,29,6,Lluvioso
Ruta 3,Jueves,43,11,Soleado
